(81, 50)    array([ 1.15254809e-01, -6.15090399e-01,  5.97053326e-01,  2.47108945e-01,         3.06117496e-06,  9.56105268e-07,  2.73381701e-14,  2.86790440e-06,         3.08903907e-01, -9.72556909e-14,  3.08906136e-01])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(83, 54)    array([ 1.74867809e-01, -6.07707343e-01,  5.55705969e-01,  2.34229101e-05,         2.34095728e-02,  9.73857183e-02,  1.16763763e-10,  3.07100408e-05,         3.90524264e-01,  6.83783944e-06,  3.30550862e-01])    array([9.31572410e-06, 1.26241237e-04, 2.43272981e-04, 5.92754854e-10,        1.62883661e-03, 9.72941335e-03, 3.84984672e-20, 2.82926636e-09,        1.22375817e-03, 1.40263838e-10, 6.53800725e-03])
(81, 69)    array([ 6.78111666e-02, -6.90351829e-01,  4.63485357e-01,  1.00517594e-01,        -2.65007840e-09, -6.23119490e-09,  2.67958508e-09,  2.01025740e-01,         3.01538764e-02,  5.02566344e-01,  4.73047396e-06])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(82, 63)    array([ 3.32487606e-01, -6.11259300e-01,  1.25773421e-01,  2.26969255e-06,        -3.92467129e-18,  2.20229489e-06, -8.02355609e-18,  7.12054920e-13,         1.28810364e-06,  7.07103321e-01,  4.83904999e-06])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(83, 75)    array([ 1.25990692e-02, -6.47686163e-01,  4.74159169e-01,  5.86918540e-05,        -9.26866427e-12, -3.70023191e-12, -7.46189906e-12,  3.35415074e-01,         4.75858181e-01,  3.28842654e-06,  8.28301832e-06])    array([6.77591864e-03, 1.97907574e-03, 4.96295049e-03, 6.30665739e-09,        1.58075586e-22, 2.14302014e-23, 1.06913519e-22, 1.57089494e-03,        1.28385062e-03, 2.16227520e-11, 4.13521703e-11])
(89, 64)    array([-5.55512054e-04, -5.27577682e-01,  4.49988911e-01,  5.32145728e-07,         1.94573740e-10,  9.94744020e-07, -3.35876054e-10,  1.76555346e-07,         2.93336632e-02,  6.89312770e-01,  1.54192930e-06])    array([2.59140298e-02, 6.15801891e-03, 4.25830142e-03, 4.06117405e-12,        1.41027016e-18, 1.11576717e-11, 2.26137665e-18, 6.43723803e-13,        4.91292176e-03, 1.91562926e-03, 1.81740729e-11])
(89, 56)    array([ 1.80718941e-01, -5.84631316e-01,  5.40572952e-01,  4.08246648e-01,         2.63988957e-06,  2.61048345e-06, -2.87820221e-08,  1.00568826e-08,         5.26192904e-06,  4.08243122e-01,  2.34328672e-06])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(94, 24)    array([ 3.59912015e-01, -4.85390362e-01, -3.40410878e-01, -5.15867788e-13,         3.50423727e-12, -3.29947013e-12,  2.76495603e-12,  8.08643573e-13,         7.07106781e-01, -3.65096065e-12, -2.72184770e-12])    array([1.31812148e-02, 1.55638551e-03, 4.24237130e-03, 1.96728931e-25,        1.12923107e-23, 1.16743687e-23, 7.35078680e-24, 6.08426790e-25,        5.05690686e-24, 1.28353630e-23, 8.06379464e-24])
(96, 19)    array([ 6.92354762e-01,  1.43253383e-01, -1.11063742e-02, -5.72384268e-21,        -2.19189872e-21, -8.37557909e-20,  2.32285631e-20, -6.68708880e-20,         7.07106781e-01, -3.22689645e-20, -7.53103850e-20])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
(98, 89)    array([ 4.82463601e-01,  7.37603570e-02,  5.43268521e-01,  2.49462264e-03,        -3.58148417e-08, -3.29903031e-08, -2.33261425e-08,  3.45628216e-09,         6.61929679e-01,  1.98455337e-08,  6.73912947e-02])    array([1.03472097e-03, 1.36836605e-03, 1.13989106e-03, 1.92645776e-04,        1.10700352e-13, 9.15818014e-14, 4.68682061e-14, 8.62892709e-16,        6.77823670e-03, 3.42524694e-14, 1.34350272e-02])
(99, 55)    array([ 3.24493232e-01, -5.36943697e-01, -3.26183398e-01,  1.22488316e-14,         5.40363221e-15,  7.07106781e-01, -4.51197760e-15,  1.79751812e-14,        -7.47205781e-15,  3.44597749e-13,  7.06846297e-15])    array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.])
